xml,tier_old,tier_new,sr_hmax2_old,sr_hmax2_new,opener,setup,dead,blocked
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_406/rb_00045/env.xml,easy,easy,0.7971,0.9058,110,15,0,25
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00043/env.xml,easy,easy,0.64,1.0,80,45,0,0
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00009/env.xml,easy,easy,0.8125,0.9297,104,15,0,21
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00026/env.xml,easy,easy,0.5856,0.9459,65,40,0,30
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00043/env.xml,hard,hard,0.0165,0.0413,1,4,114,6
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00045/env.xml,easy,easy,0.7983,0.9244,95,15,0,25
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00049/env.xml,easy,easy,0.6385,0.9615,83,42,0,25
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_412/rb_00043/env.xml,easy,easy,0.8056,0.9722,87,18,0,15
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_412/rb_00073/env.xml,easy,easy,0.8087,0.9565,93,17,0,25
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_501/rb_00004/env.xml,med,med,0.0543,0.0543,0,5,71,54
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_501/rb_00005/env.xml,easy,easy,0.3667,0.6417,6,71,35,18
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_501/rb_00009/env.xml,hard,hard,0.0261,0.0174,0,2,110,13
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_501/rb_00014/env.xml,med,med,0.0865,0.0865,0,9,88,28
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_501/rb_00015/env.xml,hard,hard,0.0273,0.0273,0,3,103,14
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_502/rb_00007/env.xml,hard,hard,0.0067,0.0067,0,1,149,0
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_502/rb_00010/env.xml,hard,med,0.0446,0.0536,0,6,103,11
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_504/rb_00004/env.xml,hard,hard,0.0442,0.0442,0,5,105,15
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_505/rb_00001/env.xml,hard,hard,0.0179,0.0179,0,2,104,19
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_506/rb_00006/env.xml,med,med,0.0638,0.0638,0,6,73,36
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_507/rb_00005/env.xml,easy,easy,0.3028,0.9083,19,80,1,25
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_507/rb_00007/env.xml,med,med,0.0714,0.0714,0,8,96,31
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_507/rb_00008/env.xml,hard,hard,0.027,0.027,0,3,104,13
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_509/rb_00014/env.xml,hard,easy,0.027,0.9279,3,100,5,7
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_510/rb_00000/env.xml,med,easy,0.2826,0.75,2,67,12,44
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_515/rb_00010/env.xml,med,easy,0.1478,0.6087,3,67,38,27
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_515/rb_00012/env.xml,hard,hard,0.0159,0.0159,0,2,121,7
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_515/rb_00014/env.xml,hard,hard,0.0455,0.0455,0,5,100,15
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_516/rb_00006/env.xml,med,easy,0.1765,0.6765,1,68,24,37
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_516/rb_00008/env.xml,hard,hard,0.037,0.037,0,4,90,36
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00002/env.xml,med,med,0.0556,0.0556,0,7,118,5
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00003/env.xml,hard,hard,0.0231,0.0231,0,3,127,0
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00008/env.xml,hard,hard,0.0259,0.0259,0,3,112,5
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00013/env.xml,hard,hard,0.0179,0.0179,0,2,104,19
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00014/env.xml,hard,hard,0.0351,0.0263,0,3,106,21
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00017/env.xml,easy,easy,0.3714,0.781,3,79,14,19
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00018/env.xml,hard,hard,0.008,0.008,0,1,124,0
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_518/rb_00009/env.xml,hard,hard,0.0364,0.0364,0,4,98,33
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_519/rb_00000/env.xml,easy,easy,0.3103,0.3017,0,35,77,13
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_519/rb_00005/env.xml,easy,easy,0.3299,0.8969,28,59,1,42
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_519/rb_00009/env.xml,med,easy,0.0862,0.7845,6,85,22,7
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_520/rb_00003/env.xml,med,med,0.0673,0.0673,0,7,83,30
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_520/rb_00014/env.xml,med,easy,0.1667,0.4815,2,50,46,32
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_521/rb_00001/env.xml,hard,hard,0.0323,0.0323,0,4,119,2
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_521/rb_00010/env.xml,hard,hard,0.0467,0.0467,0,5,95,25
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_522/rb_00004/env.xml,med,easy,0.0893,0.5,6,50,53,11
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_522/rb_00008/env.xml,hard,hard,0.0085,0.0085,0,1,114,10
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_522/rb_00017/env.xml,hard,easy,0.0098,0.6176,1,62,30,22
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_523/rb_00000/env.xml,hard,hard,0.0091,0.0091,0,1,102,27
/common/users/dm1487/scratch_namo/real_buildable/pool4/j_524/rb_00012/env.xml,easy,easy,0.3423,0.8829,34,64,3,19
/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_601/rb_00010/env.xml,hard,med,0.0476,0.2762,3,26,70,21
